Time [s],Value,Parity Error,Framing Error
0.826770000000000,0xB7,,
0.827915000000000,0xF9,,
0.829275000000000,0x4D,,
0.830375000000000,0xA9,,Error
0.831485000000000,0x42,Error,
0.832580000000000,0x02,,Error
0.833680000000000,0x01,,
0.834890000000000,0xA0,,Error
0.836865000000000,0x00,,
0.838010000000000,0x80,,Error
0.839280000000000,0x29,,Error
0.840385000000000,0x1C,,Error
0.841580000000000,0x18,Error,
0.842750000000000,0xCE,Error,
0.843865000000000,0xFE,Error,
0.844980000000000,0xFF,,Error
0.846120000000000,0xF2,,
0.848100000000000,0xF3,,Error
0.849205000000000,0xA9,Error,Error
0.850335000000000,0x7A,Error,Error
0.851445000000000,0x97,,Error
0.852570000000000,0x43,Error,
0.853820000000000,0xAA,,
0.855590000000000,0x99,,Error
0.856940000000000,0x80,,
0.858295000000000,0xB7,Error,
0.859435000000000,0x48,Error,Error
0.860570000000000,0x95,Error,Error
0.861770000000000,0x04,,Error
0.862910000000000,0x80,Error,Error
0.864105000000000,0x00,Error,Error
0.865255000000000,0x00,Error,
0.866445000000000,0xA0,,Error
0.867555000000000,0x5C,Error,Error
0.868680000000000,0xC0,Error,Error
0.869805000000000,0x72,,
0.870920000000000,0xFF,,
0.872030000000000,0xDB,,
0.873415000000000,0xFF,,
0.874510000000000,0xEF,Error,Error
0.876540000000000,0xFF,,Error
0.877785000000000,0x78,,
0.879110000000000,0x2F,,
0.880285000000000,0x20,,Error
0.881545000000000,0x01,,Error
0.882670000000000,0x00,Error,Error
0.883790000000000,0x08,,Error
0.884935000000000,0x0C,Error,
0.886030000000000,0xFE,Error,
0.887215000000000,0x19,Error,Error
0.888325000000000,0x41,Error,
0.889500000000000,0xF7,Error,
0.890645000000000,0x9F,,
0.891815000000000,0x5F,,
0.892935000000000,0x6D,,Error
0.894035000000000,0x0C,Error,Error
0.895155000000000,0x00,Error,Error
0.896535000000000,0x00,Error,Error
0.897715000000000,0x06,Error,Error
0.898895000000000,0x01,,
0.900045000000000,0x10,Error,Error
0.901165000000000,0x80,,Error
0.902320000000000,0xD1,Error,
0.903415000000000,0xDC,,Error
0.904530000000000,0xEF,Error,
0.906090000000000,0xEF,Error,Error
0.907205000000000,0xFF,Error,
0.908670000000000,0x2F,,
0.909765000000000,0xFF,,
0.911295000000000,0xD3,,
0.912390000000000,0xAF,Error,Error
0.913510000000000,0x44,Error,Error
0.914620000000000,0x01,,Error
0.916070000000000,0x80,Error,Error
0.917275000000000,0xE8,,
0.918520000000000,0xCB,Error,Error
0.919640000000000,0x04,,Error
0.920895000000000,0x44,Error,Error
0.922020000000000,0x55,Error,
0.923300000000000,0xFD,,
0.924560000000000,0x6E,,Error
0.925670000000000,0x04,,Error
0.926785000000000,0x02,,Error
0.927900000000000,0x00,Error,Error
0.929020000000000,0x92,,
0.930130000000000,0xFE,Error,Error
0.931240000000000,0x51,,
0.932345000000000,0x0C,,Error
0.933450000000000,0xF3,,Error
0.934555000000000,0xDF,Error,Error
0.935940000000000,0xBE,,
0.937705000000000,0xEF,Error,Error
0.939600000000000,0xA5,Error,Error
0.940710000000000,0x42,,Error
0.941895000000000,0x42,Error,Error
0.943035000000000,0x49,,
0.944260000000000,0x20,,
0.945355000000000,0x00,Error,Error
0.946490000000000,0x00,Error,Error
0.947645000000000,0x80,Error,Error
0.948745000000000,0xB0,Error,
0.949905000000000,0x3F,,
0.951085000000000,0x7B,,Error
0.952200000000000,0xED,Error,
0.953505000000000,0x56,,Error
0.954650000000000,0xFF,,Error
0.955870000000000,0x7B,,
0.957015000000000,0x24,Error,Error
0.958230000000000,0x00,Error,Error
0.959535000000000,0x00,Error,Error
0.960645000000000,0x02,,Error
0.961810000000000,0x0D,,Error
0.962935000000000,0x04,,Error
0.964035000000000,0x06,Error,Error
0.965155000000000,0xD9,,Error
0.966265000000000,0xD7,,Error
0.967570000000000,0xBE,,
0.969335000000000,0xFF,,
0.970430000000000,0xFF,,Error
0.972460000000000,0xE1,,
0.973555000000000,0xFF,Error,
0.974810000000000,0x9A,,Error
0.976620000000000,0x00,Error,Error
0.977720000000000,0x00,Error,Error
0.978900000000000,0x00,,Error
0.980070000000000,0x41,,Error
0.981175000000000,0x50,,Error
0.982310000000000,0xA5,,Error
0.983460000000000,0x40,Error,
0.984660000000000,0xB7,Error,
0.985835000000000,0xF9,,
0.987185000000000,0x0D,Error,Error
0.988310000000000,0xA1,,
0.989410000000000,0x8E,,Error
0.990530000000000,0xD7,Error,
0.991650000000000,0x22,,Error
0.992770000000000,0x8C,,
0.993865000000000,0x02,,Error
0.994995000000000,0x02,,Error
0.996290000000000,0x00,,Error
0.997860000000000,0xBB,Error,
0.999110000000000,0x2E,Error,Error
1.000235000000000,0x22,,Error
1.001415000000000,0x52,,
1.002540000000000,0x2B,,Error
1.003790000000000,0xDE,,Error
1.004985000000000,0xEF,Error,
1.006495000000000,0xFF,,Error
1.007615000000000,0x90,Error,
1.009075000000000,0xEF,Error,
1.010670000000000,0xFF,,Error
1.011780000000000,0xFF,Error,
1.013050000000000,0xA7,,
1.014195000000000,0xDD,,Error
1.015445000000000,0xF6,,
1.016900000000000,0xFF,,Error
1.018315000000000,0xDF,Error,
1.019625000000000,0x81,Error,
1.020740000000000,0x08,Error,Error
1.021975000000000,0x4A,Error,Error
1.023130000000000,0xF5,,Error
1.024235000000000,0x7F,,Error
1.026260000000000,0xFF,,Error
1.027375000000000,0xFF,,
1.028745000000000,0xDF,Error,
1.030435000000000,0xFF,,Error
1.031670000000000,0xFF,,
1.033105000000000,0xF7,Error,
1.034375000000000,0x0C,Error,Error
1.035625000000000,0x00,Error,Error
1.037015000000000,0xE0,Error,
1.038540000000000,0x3F,,Error
1.039745000000000,0x1A,Error,Error
1.040880000000000,0xE4,Error,
1.042115000000000,0x31,,
1.043365000000000,0x75,Error,
1.044505000000000,0x95,,
1.046275000000000,0x4F,Error,
